experiment,seed,episode_id,timestep,timestamp,agent_id,agent_type,demand_kw,solar_kw,p2p_bought_kw,p2p_sold_kw,grid_bought_kw,grid_sold_kw,net_cost,voltage_violation,thermal_violation,battery_soc,reward
no_battery,1024,0,6,2019-03-01 06:00:00,solar_09,solar,15.579841876263808,38.488520077413156,0.9943911574918535,0.0,0.15242585814621556,0.0,7.06443097100646,False,False,0.0,0.1235760331895684
no_battery,1024,0,6,2019-03-01 06:00:00,solar_10,solar,11.50190896182833,18.682527694547137,4.573368598234333,0.0,0.7010316090934614,0.0,32.49048075677373,False,False,0.0,0.07630908002213518
no_battery,1024,0,6,2019-03-01 06:00:00,solar_11,solar,5.53936691069972,0.0,4.803118044168081,0.0,0.7362488937517426,0.0,34.122684632680816,False,False,0.0,0.023274817727667832
no_battery,1024,0,6,2019-03-01 06:00:00,solar_12,solar,8.501411539278005,17.79716683425158,2.227568445787897,0.0,0.341454194730642,0.0,15.82526493714287,False,False,0.0,0.10728966813191688
no_battery,1024,0,6,2019-03-01 06:00:00,solar_13,solar,14.601232035518551,93.59556084156702,0.0,47.79605569771674,0.0,0.0,-279.8459061101315,False,False,0.0,0.6319329452439887
no_battery,1024,0,6,2019-03-01 06:00:00,solar_14,solar,13.159716777346187,0.0,11.41063076055052,0.0,1.7490855309428532,0.0,81.06429018020755,False,False,0.0,-0.06398949150298107
no_battery,1024,0,6,2019-03-01 06:00:00,solar_15,solar,13.020759478497403,0.0,11.29014306647658,0.0,1.7306165008967689,0.0,80.20831213652905,False,False,0.0,-0.06239823079029458
no_battery,1024,0,6,2019-03-01 06:00:00,consumer_01,consumer,3.4816370078300323,0.0,2.1958532651983504,0.0,1.2857836157788833,0.0,23.335857336334243,False,False,0.0,0.05122305733374842
no_battery,1024,0,6,2019-03-01 06:00:00,consumer_02,consumer,4.861704591130245,0.0,4.215525160487108,0.0,0.6461793583773643,0.0,29.948261585427534,False,False,0.0,0.07438945311205439
no_battery,1024,0,6,2019-03-01 06:00:00,consumer_03,consumer,3.743781445605037,0.0,3.2461876661927356,0.0,0.49759386635247926,0.0,23.061818796331174,False,False,0.0,0.08719133038142997
no_battery,1024,0,6,2019-03-01 06:00:00,consumer_04,consumer,4.852279739157506,0.0,4.207353188618828,0.0,0.6449267126600482,0.0,29.89020562754263,False,False,0.0,0.07449737897020213
